,price,area,property-type,rooms-number,zip-code,land-area,garden,garden-area,equipped-kitchen,full-address,swimming-pool,furnished,open-fire,terrace,terrace-area,facades-number,building-state
2284,529000,347,house,5,1880,343,1,100,1.0,kapelle-op-den-bos,0,0,0,1,20,2,good
2285,529000,281,house,4,3360,295,0,0,1.0,bierbeek,0,0,0,0,0,2,as new
2286,535000,333,house,5,2500,740,0,0,1.0,koningshooikt,0,0,1,0,0,4,not mentioned
2287,548000,168,house,3,2220,2435,1,1625,1.0,hallaar,0,0,0,0,0,4,not mentioned
2288,549000,172,house,3,1840,945,1,775,1.0,londerzeel,0,0,0,1,25,4,as new
2289,549000,234,house,3,2050,360,1,200,1.0,antwerpen,0,0,1,1,25,3,good
2290,550000,184,house,4,1490,2170,0,0,1.0,court-saint-etienne,0,0,0,0,0,4,to rebuild
2291,550000,308,house,6,6230,3225,1,2882,1.0,pont-a-celles,0,0,0,1,20,3,good
2292,550000,400,house,3,9550,949,0,0,1.0,herzele,0,0,0,0,0,4,not mentioned
2293,550000,200,house,4,9770,762,1,500,1.0,kruisem,0,1,0,1,50,4,just renovated
2294,575000,362,house,5,1360,579,1,360,1.0,thorembais-saint-trond,0,0,0,1,65,2,as new
2295,579000,189,house,4,2600,136,1,40,1.0,antwerpen,0,0,0,1,10,2,as new
2296,589000,486,house,4,1760,1261,0,0,1.0,roosdaal,0,0,0,0,0,4,good
2297,595000,125,house,3,1180,0,0,0,1.0,uccle,0,0,0,0,0,4,good
2298,595000,165,house,4,1330,1826,0,0,1.0,rixensart,0,0,1,0,0,4,to renovate
2299,595000,232,house,4,2560,276,1,130,1.0,nijlen,0,0,0,0,0,3,as new
2300,599000,396,house,7,1000,147,0,0,1.0,brussels-city,0,0,0,0,0,2,to rebuild
2301,599000,420,house,5,4280,916,1,723,1.0,hannut,0,0,0,1,40,4,good
2302,599000,272,house,4,9030,0,0,0,1.0,mariakerke,0,0,0,0,0,4,to rebuild
2303,600000,160,house,4,1404,10000,0,0,1.0,bornival,0,0,0,1,20,4,to renovate
2304,605000,254,house,5,1160,0,0,0,1.0,auderghem,0,0,0,0,0,3,good
2305,615000,240,house,3,1785,0,0,0,1.0,merchtem,0,0,1,0,0,4,good
2306,624000,270,house,4,1030,330,1,245,1.0,schaerbeek,0,0,0,0,0,2,to renovate
2307,645000,190,house,3,1180,279,1,120,1.0,uccle,0,0,0,1,21,3,good
2308,645000,260,house,4,1470,1412,0,0,1.0,baisy-thy,0,0,1,1,30,4,good
2309,645000,281,house,6,1560,921,1,540,1.0,hoeilaart,0,0,0,1,12,4,good
2310,650000,440,house,7,3600,2383,0,0,1.0,genk,0,0,0,0,0,4,good
2311,660000,214,house,5,1190,455,1,300,1.0,forest,0,0,0,1,45,3,as new
2312,669000,465,house,6,6890,4089,1,3800,1.0,libin-anloy,1,0,0,1,50,3,not mentioned
2313,675000,436,house,5,1700,2024,0,0,1.0,dilbeek,0,0,0,0,0,4,to rebuild
2314,675000,445,house,3,3620,1003,1,838,1.0,lanaken-gellik,0,0,0,1,28,4,as new
2315,720000,275,house,5,1933,4200,1,4000,1.0,zaventem-sterrebeek,0,0,0,1,20,4,to rebuild
2316,735000,290,house,4,7830,799,0,0,1.0,hoves,0,0,0,1,101,4,good
2317,749000,229,house,4,8200,1315,1,1164,1.0,st-andries,0,0,0,1,25,4,as new
2318,750000,160,house,3,1150,191,1,95,1.0,woluwe-saint-pierre,0,0,0,1,15,2,good
2319,750000,619,house,4,9550,1291,1,93,1.0,herzele,0,0,1,1,74,4,good
2320,765000,320,house,8,1070,83,0,0,1.0,anderlecht,0,0,0,0,0,3,good
2321,775000,150,house,3,1150,263,1,135,1.0,woluwe-saint-pierre,0,0,0,0,0,3,to rebuild
2322,789000,220,house,2,8000,79,0,0,1.0,brugge,0,0,0,0,0,2,to rebuild
2323,795000,300,house,5,1030,156,1,61,1.0,schaerbeek,0,0,0,0,0,2,good
2324,795000,200,house,4,1050,74,0,0,1.0,ixelles,0,0,0,1,8,2,to renovate
2325,795000,350,house,6,3500,270,0,0,1.0,hasselt,0,0,0,0,0,2,good
2326,799000,411,house,5,1140,250,0,0,1.0,evere,0,0,0,0,0,2,good
2327,820000,532,house,6,7804,6000,1,5600,1.0,ostiches,0,0,1,1,130,6,just renovated
2328,850000,284,house,3,2360,20000,0,0,1.0,oud-turnhout,0,0,0,0,0,4,good
2329,850000,342,house,5,8670,12301,1,10959,1.0,oostduinkerke,0,0,0,0,0,4,just renovated
2330,867000,220,house,4,3090,5200,1,5200,1.0,overijse,0,0,0,1,60,4,good
2331,875000,254,house,5,1180,537,1,299,1.0,uccle,0,0,0,1,20,3,as new
2332,875000,220,house,4,1180,0,1,100,1.0,uccle,0,0,0,1,11,2,to rebuild
2333,880000,330,house,6,1190,175,1,90,1.0,forest,0,0,0,1,10,2,to renovate
2334,945000,304,house,3,1330,1110,1,500,1.0,rixensart,1,0,0,0,0,4,not mentioned
2335,950000,266,house,3,1547,3229,0,0,1.0,bever,0,0,1,0,0,4,just renovated
2336,995000,212,house,5,1410,990,1,990,1.0,waterloo,0,0,0,0,0,4,just renovated
2337,1000000,468,house,8,4051,10275,1,586,1.0,vaux-sous-chevremont,0,0,0,1,23,4,to renovate
2338,1080000,450,house,8,2000,103,0,0,1.0,antwerp,0,0,0,0,0,2,good
2339,1090000,230,house,4,1640,1262,0,0,1.0,st-genesius-rode,0,0,1,1,25,4,good
2340,1100000,369,house,5,1050,150,1,55,1.0,ixelles,0,0,0,0,0,2,to rebuild
2341,1145000,474,house,6,1800,246,0,0,1.0,peutie,0,0,0,1,16,3,to rebuild
2342,1150000,365,house,8,1050,144,0,0,1.0,ixelles,0,0,0,1,36,2,good
2343,1250000,320,house,5,1180,400,0,0,1.0,uccle,0,0,0,0,0,3,as new
2344,1275000,306,house,4,1470,5433,1,5433,1.0,bousval,0,0,0,1,100,4,as new
2345,1350000,300,house,6,1000,76,0,0,1.0,bruxelles,0,0,0,1,50,2,not mentioned
2346,1700000,415,house,6,1150,450,1,300,1.0,woluwe-st-pierre,0,0,0,1,50,2,good
2347,1850000,392,house,4,1190,575,1,450,1.0,forest,0,0,0,1,70,2,good
2348,1850000,410,house,6,1970,3138,1,2000,1.0,wezembeek-oppem,1,0,0,1,30,4,to rebuild
2349,1950000,410,house,6,1150,513,1,513,1.0,woluwe-saint-pierre,0,0,0,1,30,3,good
2350,1990000,980,house,7,1400,18000,0,0,1.0,nivelles,0,0,0,1,300,4,as new
2351,2250000,327,house,5,8000,496,0,0,1.0,brugge,0,0,0,0,0,2,to rebuild
2352,2495000,450,house,4,1180,1050,0,0,1.0,uccle,0,0,0,0,0,4,good
2353,3950000,1240,house,14,1730,153030,1,150000,1.0,asse,0,0,0,1,100,4,good
2354,3995000,260,house,5,8300,925,0,0,1.0,knokke-heist,0,0,0,0,0,3,good
2355,4500000,800,house,6,1050,857,1,500,1.0,ixelles,0,0,0,1,6055,2,as new
2356,1095000,250,house,4,1410,2785,1,1950,1.0,waterloo,1,0,0,0,0,4,as new
2357,5850000,1130,house,5,2950,9312,1,9000,1.0,kapellen,1,0,0,0,0,4,as new
2358,475000,107,house,3,1150,246,1,85,1.0,woluwe-saint-pierre,0,0,0,1,10,3,just renovated
2359,525000,130,house,3,2180,407,1,190,1.0,ekeren,1,0,0,0,0,3,good
2360,219000,75,house,2,8610,411,0,0,1.0,kortemark,0,0,0,0,0,3,good
2361,310000,190,house,4,5100,255,1,130,1.0,wepion,0,0,0,1,26,3,to rebuild
2362,350000,165,house,3,1490,300,0,0,0.0,court-saint-etienne,0,0,0,0,0,3,just renovated
2363,390000,150,house,4,1420,286,0,0,1.0,braine-lalleud,0,0,0,0,0,2,just renovated
2364,450000,140,house,3,1330,277,1,150,1.0,rixensart,0,0,1,1,15,3,good
2365,475000,120,house,2,1390,1751,1,1700,1.0,grez-doiceau,0,0,0,0,0,4,as new
2366,495000,225,house,3,7890,1580,0,0,1.0,ellezelles,0,0,1,0,0,4,good
2367,675000,207,house,3,7041,4000,1,700,1.0,givry,0,0,1,1,30,4,good
2368,1600000,330,house,6,1160,1140,0,0,1.0,auderghem,0,0,0,0,0,3,to rebuild
2369,2150000,516,house,4,1000,489,0,0,1.0,bruxelles,0,0,0,1,117,3,good
2370,4875000,700,house,6,2950,7823,1,7828,1.0,kapellen,1,0,0,0,0,4,as new
2371,4950000,1100,house,5,1190,0,0,0,1.0,bruxelles,1,0,1,0,0,4,as new
2372,295000,133,house,3,2450,162,0,0,1.0,meerhout,0,0,0,1,15,2,not mentioned
2373,318000,152,house,3,2450,270,0,0,1.0,meerhout,0,0,0,1,15,3,not mentioned
2374,327000,155,house,3,2450,387,0,0,1.0,meerhout,0,0,0,1,15,3,not mentioned
2375,384000,165,house,3,3770,419,0,0,1.0,riemst,0,0,0,0,0,4,as new
2376,389000,162,house,4,1790,566,1,270,1.0,affligem,0,0,0,0,0,3,as new
2377,155000,81,house,3,5070,0,0,0,1.0,fosses-la-ville,0,0,0,1,30,2,not mentioned
2378,269000,124,house,2,8800,0,0,0,1.0,roeselare,0,0,0,0,0,2,just renovated
2379,349000,130,house,2,1850,458,1,330,1.0,grimbergen,0,0,0,1,20,2,good
2380,349000,215,house,4,3300,2043,1,925,1.0,tienen,0,0,0,1,75,4,to renovate
2381,365000,173,house,4,1540,1770,1,1670,1.0,herne,0,0,0,0,0,4,good
2382,415000,248,house,6,7100,2246,0,0,1.0,la-louviere,0,0,0,0,0,4,not mentioned
2383,415000,248,house,6,7100,2246,0,0,1.0,la-louviere,0,0,0,0,0,4,not mentioned
2384,465000,125,house,3,3090,890,1,500,1.0,overijse,0,0,0,1,19,4,to rebuild
2385,850000,380,house,5,1780,380,1,200,1.0,wemmel,0,0,0,1,25,3,as new
2386,249000,190,house,4,8310,140,0,0,1.0,st-kruis,0,0,0,1,32,3,to rebuild
2387,295000,133,house,3,2450,162,0,0,1.0,meerhout,0,0,0,1,15,2,not mentioned
2388,140000,190,house,4,6220,0,0,0,1.0,fleurus,0,0,0,0,0,2,good
2389,225000,190,house,4,6220,0,0,0,1.0,wangenies,0,0,0,1,20,3,good
2390,365000,120,house,3,1853,352,0,0,1.0,grimbergen-strombeek-bever,0,0,0,0,0,3,to renovate
2391,369000,223,house,4,8820,1272,0,0,1.0,torhout,0,0,0,0,0,4,to rebuild
2392,425000,181,house,3,1840,574,1,200,1.0,londerzeel,0,0,0,1,40,4,good
2393,69900,150,house,3,5680,327,1,150,0.0,doische-niverlee,0,0,0,1,20,2,to renovate
2394,239000,235,house,3,8400,65,1,6,1.0,oostende,0,0,0,0,0,2,to rebuild
2395,295000,147,house,3,6700,282,1,167,1.0,arlon,0,0,0,0,0,2,to rebuild
2396,395000,175,house,3,1790,385,1,150,1.0,affligem,0,0,0,1,30,3,good
2397,675000,280,house,5,1082,330,0,0,1.0,berchem-sainte-agathe,0,0,0,1,19,2,not mentioned
2398,1280000,378,house,4,1180,1064,0,0,1.0,uccle,0,0,0,1,94,2,good
2399,2250000,2081,house,14,6238,11500,0,0,1.0,liberchies,1,0,0,1,20,4,good
2400,199000,153,house,3,6940,559,1,489,1.0,durbuy,0,0,0,1,20,4,good
2401,375000,178,house,4,1853,240,0,0,1.0,grimbergen-strombeek-bever,0,0,0,0,0,2,good
2402,695000,260,house,5,1332,339,0,0,1.0,rixensart,0,0,0,1,17,2,as new
2403,990000,225,house,4,1180,200,1,100,0.0,uccle,0,0,0,1,60,2,to renovate
2404,199000,70,house,2,1850,55,0,0,1.0,grimbergen,0,0,0,1,22,2,as new
2405,490000,190,house,5,1040,135,1,44,1.0,etterbeek,0,0,0,1,9,2,good
2406,490000,190,house,5,1050,135,1,44,1.0,ixelles,0,0,0,1,9,2,good
2407,164500,125,house,4,4860,181,0,0,0.0,pepinster,0,0,0,0,0,2,as new
2408,249000,145,house,3,9230,145,0,0,1.0,wetteren,0,0,0,0,0,1,just renovated
2409,329000,157,house,2,2830,276,1,120,1.0,willebroek,0,0,0,0,0,2,as new
2410,335000,164,house,4,5640,912,1,912,1.0,mettet,0,0,0,0,0,4,as new
2411,382000,143,house,3,9032,129,0,0,1.0,wondelgem,0,0,0,0,0,2,to rebuild
2412,575000,248,house,3,1840,663,0,0,1.0,londerzeel,0,0,0,0,0,3,as new
2413,625000,315,house,5,9280,516,1,516,1.0,lebbeke,0,0,0,0,0,2,as new
2414,99000,80,house,2,4480,70,0,0,1.0,engis,0,0,0,0,0,2,to renovate
2415,130000,118,house,2,6181,70,0,0,1.0,gouy-lez-pieton,0,0,0,0,0,3,as new
2416,200000,77,house,2,1601,29,0,0,1.0,ruisbroek,0,0,0,0,0,2,to rebuild
2417,210000,138,house,3,8940,69,0,0,1.0,wervik,0,0,0,0,0,2,good
2418,229000,142,house,3,8480,354,0,0,1.0,eernegem,0,0,0,0,0,3,just renovated
2419,250000,150,house,4,4000,0,0,0,0.0,liege,0,0,0,1,15,3,to renovate
2420,252702,236,house,2,8540,559,0,0,1.0,deerlijk,0,0,0,0,0,3,good
2421,280000,143,house,3,6700,1318,0,0,1.0,arlon,0,0,0,0,0,4,to renovate
2422,295000,150,house,1,4500,311,0,0,1.0,huy,0,0,0,1,40,2,as new
2423,323756,140,house,3,8540,559,0,0,1.0,deerlijk,0,0,0,0,0,3,good
2424,329023,138,house,3,8540,413,0,0,1.0,deerlijk,0,0,0,0,0,4,good
2425,330000,202,house,4,1080,105,1,32,0.0,molenbeek-saint-jean,0,0,0,1,10,2,to renovate
2426,341839,137,house,3,8540,470,0,0,1.0,deerlijk,0,0,0,0,0,4,good
2427,380000,385,house,2,3050,719,0,0,1.0,oud-heverlee,0,0,0,0,0,3,to renovate
2428,399000,271,house,6,9220,1180,0,0,1.0,hamme,0,0,0,0,0,3,to renovate
2429,399000,271,house,6,9220,970,0,0,1.0,hamme,0,0,0,0,0,3,to renovate
2430,399000,271,house,6,9220,970,0,0,1.0,hamme,0,0,0,0,0,3,to renovate
2431,425000,155,house,4,7973,11699,0,0,1.0,stambruges,0,0,0,0,0,4,good
2432,479500,144,house,3,3010,206,1,137,1.0,leuven,0,0,0,0,0,2,as new
2433,515000,168,house,3,1640,559,1,400,1.0,rhode-saint-genese,1,0,0,1,32,4,good
2434,525000,230,house,5,9000,0,1,75,1.0,gent,0,0,0,0,0,2,to rebuild
2435,532000,230,house,3,3120,606,0,0,1.0,tremelo,0,0,0,0,0,4,good
2436,595000,587,house,6,9700,670,0,0,1.0,oudenaarde,0,0,0,1,60,2,good
2437,595000,587,house,6,9700,670,0,0,1.0,oudenaarde,0,0,0,1,60,2,good
2438,700000,106,house,2,8300,471,0,0,1.0,knokke,0,0,0,0,0,3,good
2439,925000,2393,house,5,2275,0,0,0,1.0,lille,0,0,0,0,0,4,to renovate
2440,1280000,378,house,4,1630,1064,0,0,1.0,linkebeek,0,0,0,1,94,2,good
2441,1280000,378,house,4,1630,1064,0,0,1.0,linkebeek,0,0,0,1,94,2,good
2442,1300000,210,house,4,1000,50,0,0,1.0,bruxelles,0,0,0,0,0,2,just renovated
2443,3200000,1425,house,1,1000,500,1,100,1.0,bruxelles,0,0,0,1,54,2,good
2444,3200000,1425,house,1,1050,500,1,100,1.0,ixelles,0,0,0,1,54,2,good
2445,160000,225,house,4,5540,897,1,897,1.0,hermeton-sur-meuse,0,0,0,0,0,3,to renovate
2446,220000,243,house,3,8500,240,0,0,1.0,kortrijk,0,0,0,0,0,3,to renovate
2447,430000,180,house,3,1350,1400,0,0,1.0,noduwez,0,0,0,1,33,4,not mentioned
2448,460000,240,house,6,5360,1199,0,0,1.0,hamois,0,0,0,1,50,4,not mentioned
2449,219000,98,house,2,8020,154,0,0,1.0,oostkamp,0,0,0,0,0,3,good
2450,315400,134,house,3,3910,164,1,90,1.0,grote-heide,0,0,0,1,32,2,not mentioned
2451,339000,140,house,4,7730,844,1,700,1.0,estaimbourg,0,0,0,1,18,4,good
2452,295000,151,house,3,6840,1375,1,1300,1.0,tournay,0,0,0,1,21,4,as new
2453,486000,163,house,3,2820,304,1,203,1.0,rijmenam,0,0,0,1,9,3,not mentioned
2454,745000,212,house,4,1301,618,1,618,1.0,wavre-bierges,0,0,0,1,57,3,as new
2455,375000,150,house,4,9300,246,1,100,1.0,aalst,0,0,0,1,22,3,good
2456,400000,105,house,3,1420,448,0,0,1.0,braine-lalleud,0,0,1,0,0,3,just renovated
2457,915000,253,house,4,2310,33069,0,0,1.0,rijkevorsel,0,0,0,0,0,4,good
2458,125000,108,house,3,5580,97,0,0,1.0,jemelle,0,0,0,0,0,2,not mentioned
2459,150000,210,house,4,1400,320,0,0,0.0,liberchies,0,0,0,1,30,4,to renovate
2460,150000,210,house,4,6238,320,0,0,0.0,liberchies,0,0,0,1,30,4,to renovate
2461,230000,145,house,4,3440,2720,1,1490,1.0,zoutleeuw,0,0,0,1,500,4,to renovate
2462,249000,180,house,3,6900,0,0,0,1.0,aye,0,0,0,0,0,3,not mentioned
2463,299000,115,house,3,1502,482,0,0,1.0,halle-lembeek,0,0,0,0,0,4,to rebuild
2464,349000,136,house,3,4610,707,1,580,1.0,beyne-heusay,0,0,0,1,45,4,as new
2465,400000,160,house,3,1390,850,1,8,1.0,grez-doiceau,0,0,0,0,0,4,good
2466,449000,195,house,3,1600,956,0,0,1.0,sint-pieters-leeuw,0,0,0,0,0,4,to rebuild
2467,275000,135,house,3,1435,345,0,0,1.0,mont-saint-guibert,0,0,0,1,8,2,good
2468,395000,161,house,3,7760,1054,0,0,1.0,escanaffles,0,0,1,0,0,4,not mentioned
2469,185000,150,house,3,8310,140,1,50,1.0,assebroek,0,0,0,1,25,2,to rebuild
2470,550000,260,house,4,7061,1130,1,950,1.0,soignies-casteau,0,0,0,1,40,4,as new
2471,150000,108,house,1,4031,70,1,30,0.0,liege-angleur,0,0,0,0,0,2,to rebuild
2472,359000,139,house,3,2830,189,1,90,1.0,willebroek,0,0,0,1,12,3,good
2473,485000,173,house,3,2275,330,0,0,1.0,lille,0,0,0,1,29,3,not mentioned
2474,599000,259,house,4,9040,1165,0,0,1.0,sint-amandsberg,0,0,0,0,0,4,as new
2475,79000,101,house,4,6560,150,0,0,1.0,erquelinnes-hantes-wiheries,0,0,0,0,0,2,good
2476,295000,161,house,4,8800,144,0,0,1.0,roeselare,0,0,0,0,0,2,good
2477,2200000,551,house,5,1180,1250,0,0,1.0,uccle,0,0,0,1,50,4,good
2478,100000,114,house,2,5350,359,1,4,1.0,evelette,0,0,0,0,0,4,to renovate
2479,119000,89,house,3,4040,0,1,322,0.0,herstal,0,0,0,1,17,4,to rebuild
2480,119900,219,house,4,6030,460,1,20,0.0,charleroi-marchienne-au-pont,0,0,0,1,50,3,to renovate
2481,125000,102,house,3,7973,160,1,86,1.0,stambruges,0,0,0,1,34,3,to renovate
2482,129000,140,house,6,6830,0,0,0,1.0,bouillon,0,0,0,1,15,2,to renovate
2483,145000,155,house,3,6060,0,0,0,1.0,gilly,0,0,0,1,21,3,to rebuild
2484,145500,105,house,3,4032,138,1,25,1.0,liege,0,0,0,1,12,3,to rebuild
2485,149000,132,house,3,4040,0,0,0,0.0,herstal,0,0,0,0,0,4,to renovate
2486,149000,180,house,3,4040,100,0,0,1.0,herstal,0,1,0,1,15,2,good
2487,155000,64,house,2,1440,60,0,0,1.0,braine-le-chateau,0,0,0,1,9,3,to rebuild
2488,158000,109,house,2,8540,357,1,258,1.0,deerlijk,0,0,0,0,0,2,good
2489,160000,84,house,3,6790,324,1,215,0.0,aubange,0,0,0,0,0,3,to renovate
2490,169000,130,house,3,4430,323,1,135,1.0,ans,0,0,0,1,15,2,good
2491,169000,123,house,3,8510,580,1,322,1.0,kooigem,0,0,0,0,0,4,to renovate
2492,175000,201,house,3,1480,135,0,0,1.0,tubize,0,0,0,1,50,2,to rebuild
2493,178000,155,house,2,8540,431,0,0,1.0,deerlijk,0,0,0,0,0,3,good
2494,179000,158,house,3,4460,244,0,0,1.0,grace-hollogne,0,0,0,0,0,3,good
2495,180000,150,house,3,7080,520,0,0,1.0,frameries,0,0,1,1,20,3,to rebuild
2496,180000,67,house,2,8430,0,0,0,1.0,middelkerke,0,0,0,0,0,2,good
2497,189000,195,house,5,4800,151,0,0,1.0,verviers,0,0,0,0,0,2,to renovate
2498,189000,140,house,3,8930,160,0,0,1.0,menen,0,0,0,1,30,2,good
2499,195000,150,house,4,7060,260,0,0,1.0,soignies,0,0,0,1,25,2,good
2500,199000,150,house,4,5002,494,0,0,1.0,saint-servais,0,0,0,1,35,2,to renovate
2501,200000,113,house,2,9850,621,0,0,1.0,nevele,0,0,0,0,0,4,to rebuild
2502,205000,149,house,3,7370,230,0,0,1.0,dour,0,0,0,1,15,2,not mentioned
2503,206000,133,house,3,7801,340,0,0,1.0,irchonwelz,0,0,0,0,0,2,just renovated
2504,220000,235,house,5,6200,300,1,300,1.0,chatelet,0,0,0,0,0,2,to renovate
2505,225000,130,house,2,4030,137,1,70,1.0,liege,0,0,0,1,16,2,as new
2506,229000,120,house,3,4460,486,1,350,1.0,grace-hollogne,0,0,0,1,25,2,not mentioned
2507,229000,132,house,3,5100,413,0,0,0.0,jambes,0,0,0,0,0,2,to renovate
2508,230000,100,house,2,5031,820,0,0,1.0,gembloux,0,0,0,0,0,3,good
2509,230000,60,house,2,8434,286,0,0,1.0,lombardsijde,0,0,0,0,0,4,good
2510,239900,197,house,4,6230,710,1,500,1.0,pont-a-celles-thimeon,0,0,0,1,15,3,to rebuild
2511,240000,240,house,5,5370,386,1,386,1.0,havelange,0,0,0,0,0,2,not mentioned
2512,240000,200,house,3,6730,682,1,535,1.0,tintigny-bellefontaine,0,0,0,0,0,3,to renovate
2513,245000,229,house,3,8210,442,0,0,1.0,zedelgem,0,0,0,0,0,3,good
2514,249000,160,house,5,1420,170,1,30,1.0,braine-lalleud,0,0,0,0,0,2,to renovate
2515,250000,194,house,5,4100,278,1,120,1.0,seraing,0,0,0,1,25,2,just renovated
2516,259000,230,house,5,4102,331,1,115,1.0,seraing,0,0,0,1,59,2,good
2517,259000,300,house,8,9600,110,0,0,1.0,ronse,0,0,0,1,5,2,to rebuild
2518,260000,210,house,3,7100,300,1,300,1.0,la-louviere,0,0,0,1,35,2,good
2519,270000,170,house,4,6780,890,0,0,1.0,messancy-wolkrange,0,0,0,0,0,3,good
2520,275000,198,house,3,3320,661,0,0,1.0,hoegaarden,0,0,1,0,0,2,to rebuild
2521,280000,105,house,3,2830,120,1,56,1.0,willebroek,0,0,0,1,14,2,not mentioned
2522,280000,100,house,2,4450,0,0,0,1.0,lantin,0,0,0,0,0,4,to renovate
2523,280000,180,house,5,6240,0,0,0,1.0,pironchamps,0,0,0,0,0,3,good
2524,280000,180,house,3,8540,378,0,0,1.0,deerlijk,0,0,0,0,0,3,not mentioned
2525,285000,120,house,3,1460,651,1,500,1.0,virginal-samme,0,0,0,1,25,4,good
2526,285000,160,house,4,5300,344,1,250,1.0,andenne,1,0,0,0,0,2,to rebuild
2527,285000,200,house,3,6760,400,1,160,1.0,virton-bleid,1,0,0,0,0,3,good
2528,285000,150,house,5,7020,850,0,0,1.0,nimy,0,0,0,0,0,2,good
2529,285000,170,house,3,7022,821,0,0,1.0,mesvin,0,0,0,0,0,4,good
2530,285000,485,house,8,7340,2110,0,0,1.0,colfontaine,0,0,0,0,0,2,good
2531,289500,150,house,4,4500,250,1,200,1.0,huy,0,0,0,1,20,2,not mentioned
2532,290000,125,house,3,5001,315,1,220,1.0,namur-belgrade,0,0,0,0,0,3,good
2533,294000,156,house,3,9320,284,1,80,1.0,aalst,0,0,0,0,0,3,good
2534,295000,120,house,3,1490,166,0,0,1.0,court-saint-etienne,0,0,0,0,0,3,just renovated
2535,295000,218,house,4,5000,1321,0,0,1.0,namur,0,0,0,0,0,4,not mentioned
2536,295000,218,house,4,5530,1321,0,0,1.0,spontin,0,0,0,0,0,4,not mentioned
2537,295000,175,house,3,5580,0,0,0,1.0,rochefort-eprave,0,0,0,0,0,3,just renovated
2538,295000,198,house,3,7060,112,0,0,1.0,soignies,0,0,0,0,0,3,good
2539,298000,175,house,5,5000,133,0,0,1.0,namur,0,0,0,0,0,3,to renovate
2540,298000,180,house,3,9600,0,1,185,1.0,ronse,0,0,0,1,14,2,good
2541,299000,146,house,3,3200,35,0,0,1.0,aarschot,0,0,0,0,0,2,good
2542,299000,249,house,4,8610,505,0,0,1.0,kortemark,0,0,0,0,0,3,to rebuild
2543,299000,180,house,3,9400,144,0,0,1.0,ninove,0,0,0,1,34,2,as new
2544,299999,109,house,2,1357,1986,1,1724,0.0,helecine,0,0,0,0,0,4,to renovate
2545,300000,152,house,4,1420,799,1,250,1.0,braine-lalleud,0,0,0,1,15,3,to renovate
2546,319000,189,house,4,9120,0,0,0,1.0,beveren-waas,0,0,0,0,0,3,to renovate
2547,320000,165,house,4,1780,79,0,0,0.0,wemmel,0,0,0,0,0,2,not mentioned
2548,320000,157,house,4,6220,3140,0,0,1.0,lambusart,0,0,1,1,24,4,good
2549,320000,157,house,4,8600,703,1,600,1.0,lampernisse,0,0,0,0,0,4,good
2550,325000,157,house,3,1470,950,0,0,1.0,genappe,0,0,0,0,0,3,to renovate
2551,325000,157,house,3,1471,950,0,0,1.0,loupoigne,0,0,0,0,0,3,good
2552,325000,90,house,3,2180,195,1,60,1.0,antwerpen,0,0,0,1,6,2,good
2553,325000,155,house,3,8500,147,0,0,1.0,kortrijk,0,0,0,0,0,2,not mentioned
2554,325000,250,house,5,9240,242,1,30,1.0,zele,0,0,0,1,50,2,good
2555,329000,247,house,5,2830,160,1,65,1.0,willebroek,0,0,0,0,0,2,to rebuild
2556,329000,180,house,4,5100,1872,0,0,1.0,wepion,0,0,0,0,0,4,to renovate
2557,329000,180,house,4,5100,1872,0,0,1.0,wepion,0,0,0,0,0,4,to renovate
2558,340000,180,house,4,6760,383,1,200,1.0,virton-ruette,0,0,0,1,15,2,as new
2559,345000,115,house,3,1490,680,0,0,1.0,court-saint-etienne,0,0,0,0,0,4,not mentioned
2560,349000,164,house,3,4540,619,0,0,1.0,amay,0,0,0,1,50,4,not mentioned
2561,350000,250,house,6,5140,3,0,0,1.0,ligny,0,0,1,0,0,3,to rebuild
2562,359000,135,house,3,1880,294,0,0,0.0,ramsdonk,0,0,0,0,0,3,not mentioned
2563,360000,127,house,3,6180,1056,0,0,1.0,courcelles,0,0,1,1,50,4,as new
2564,365000,154,house,5,1315,664,0,0,1.0,incourt,0,0,0,1,20,3,good
2565,365000,143,house,3,8560,246,1,185,1.0,wevelgem,0,0,0,0,0,3,as new
2566,365000,138,house,4,9000,96,0,0,1.0,gent,0,0,0,0,0,2,to rebuild
2567,369000,260,house,5,2275,263,1,50,1.0,lille,0,0,0,0,0,3,to renovate
2568,370000,180,house,5,1420,125,1,40,0.0,braine-lalleud,0,0,0,0,0,3,good
2569,370000,193,house,3,8870,170,1,40,1.0,izegem,0,0,0,0,0,2,good
2570,378000,72,house,2,8000,72,0,0,1.0,brugge,0,0,0,1,10,2,as new
2571,379000,110,house,3,1421,480,0,0,1.0,ophain-bois-seigneur-isaac,0,0,0,1,30,3,good
2572,379000,260,house,4,8520,706,1,465,1.0,kuurne,0,0,0,1,30,2,good
2573,380000,195,house,2,1430,2000,1,1870,1.0,rebecq,1,0,0,1,35,2,as new
2574,380000,313,house,4,2280,1243,1,1088,1.0,grobbendonk,0,0,1,0,0,3,good
2575,384000,160,house,4,9200,223,0,0,1.0,sint-gillis-dendermonde,0,0,0,0,0,2,not mentioned
2576,389000,133,house,4,1081,113,0,0,1.0,koekelberg,0,0,0,0,0,2,just renovated
2577,390000,163,house,3,1480,826,0,0,1.0,saintes,0,0,1,0,0,4,good
2578,390000,145,house,3,5081,1367,0,0,1.0,bovesse,0,0,1,0,0,4,good
